,grdc_no,KGE_corrected
217,4213202,-0.965054208494038
218,4213510,0.258907930720001
219,4213571,0.400598105028706
220,4213576,0.573066709498649
221,4213601,0.28277292302181734
222,4213650,0.3098857146521569
223,4214100,0.223468511642387
224,4214261,-1.47137073604626
225,4214270,-0.7669578470216455
226,4214281,0.4905866985543257
227,4214460,0.101556232904319
228,4351200,-0.392861652660202
229,4351900,-10.863619531897584
230,4355300,0.043876150053326
231,4355400,0.149158774439884
232,4362201,0.06944657071954453
233,4462700,0.481945518270073
234,4773800,-0.0746052828880086
235,5101201,-2.787567138362755
236,5109161,-0.11359718371707
237,5202102,0.6394383406673155
238,5202103,0.881188693838754
239,5204101,0.309111003391404
240,5204181,-0.161614578537195
241,5204251,-2.30649615140155
242,5204252,-1.03351126432706
243,5204253,-20.1603973658728
244,5204255,0.35472802820592836
245,5204300,-1.0461303056164502
246,5204450,-0.16716970123887553
247,5302229,0.3596824604325705
248,5404271,0.123724841376139
249,5410100,-1.8228176449731706
250,5606100,-0.724123703108777
251,6212450,0.502500152599765
252,6212460,0.594216258930345
253,6216520,-10.6128682359778
254,6227410,-3.164454934342548
255,6227420,-3.4888940118627914
256,6233750,-0.08922582244874733
257,6242820,0.09387604568288141
258,6357500,0.411344044352455
259,6457200,0.145835976361824
260,6457990,-5.8196190385396465
261,6458010,-1.2515335815649902
262,6458550,0.537468583448696
263,6546801,0.652629586684954
264,6547500,0.355913898575588
265,6688150,0.1541133545002944
266,6692100,0.5670476618169911
